scenario,region,param,class,class2,x,value
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2045,0.9116820544038268
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2050,1.2082825515976614
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,cement,NA,2015,15.550333333333333
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,cement,NA,2020,15.330333333333334
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,cement,NA,2025,15.657440333333335
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,cement,NA,2030,16.027887333333332
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,cement,NA,2035,16.11065866666667
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,cement,NA,2040,15.950033
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,cement,NA,2045,15.754269666666666
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,cement,NA,2050,15.477783566666666
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2015,2.849875005801994
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2020,3.012945804336225
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2025,3.1508699264775153
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2030,3.5371531502093756
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2035,4.139130421042665
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2040,4.789932631163508
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2045,5.3216263834117035
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2050,5.824946057158695
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2015,2.2161902417476247
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2020,1.8416929839245693
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2025,1.510465901547472
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2030,0.8177449385654111
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2035,-0.6755278177860217
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2040,-3.396937957070081
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2045,-7.107981248056838
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2050,-10.86453153060406
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2015,2.339600556301585
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2020,2.4958148841224386
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2025,2.7049044953922694
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2030,2.8478717080903158
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2035,3.010141698658735
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2040,3.1031581153945282
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2045,3.107044271379261
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2050,3.1417227353049992
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2015,0.34944488777373167
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2020,0.3783997432659812
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2025,0.4021642525288624
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2030,0.4097673367192023
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2035,0.4045317471423882
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2040,0.38600805635766333
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2045,0.35266383113018174
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2050,0.31995462434473015
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2015,-0.06728322543082771
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2020,-0.10341891274424138
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2025,-0.11487706693743809
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2030,-0.15582554578117666
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2035,-0.20755042920551126
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2040,-0.2969778366577501
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2045,-0.4155706650836412
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2050,-0.5073666324939066
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2015,36.700663999999996
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2020,38.847737499999994
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2025,40.415329166666666
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2030,42.385656133333335
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2035,44.81096693333333
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2040,47.2607652
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2045,48.291968999999995
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2050,48.629682933333335
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (IGCC),NA,2025,0.95210302
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (IGCC),NA,2030,2.371984266666667
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (IGCC),NA,2035,4.369999993333334
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (IGCC),NA,2040,6.800082556666666
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (IGCC),NA,2045,9.003834986666666
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_coal (IGCC),NA,2050,11.005915213333333
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2015,24.811010058229954
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2020,24.870035133225546
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2025,26.336405035146928
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2030,29.42845540045074
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2035,33.17332217221935
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2040,37.04427609567493
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2045,40.800251113023265
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2050,43.57519413563451
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2015,25.088932750154783
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2020,22.149347470758514
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2025,21.798540987803705
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2030,22.515255920747364
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2035,22.691176710007834
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2040,22.459514011637406
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2045,22.622037384487385
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2050,21.699654110996235
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2020,0.029019056175608248
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2025,0.04848114753532162
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2030,0.09890638974514716
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2035,0.18612665463237377
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2040,0.2746676843039357
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2045,0.3013514009733888
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2050,0.34156388363522994
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2015,0.6870484166441057
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2020,0.27694001774340377
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2025,0.24890458157086315
BAU,All of Thailand,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2030,0.20620996473916967
