year,region,value,units
1992,Nonthaburi,2467.965539,USD (constant 2005)
1992,Samut Prakan,8595.364942,USD (constant 2005)
1992,Rest of Thailand,1911.79663,USD (constant 2005)
1993,Thailand,2942.938405,USD (constant 2005)
1993,Bangkok,9542.373027,USD (constant 2005)
1993,Nonthaburi,2757.247195,USD (constant 2005)
1993,Samut Prakan,9602.867425,USD (constant 2005)
1993,Rest of Thailand,2135.887156,USD (constant 2005)
1994,Thailand,3243.987559,USD (constant 2005)
1994,Bangkok,10518.5142,USD (constant 2005)
1994,Nonthaburi,3039.300987,USD (constant 2005)
1994,Samut Prakan,10585.19689,USD (constant 2005)
1994,Rest of Thailand,2354.378655,USD (constant 2005)
1995,Thailand,3627.975486,USD (constant 2005)
1995,Bangkok,11763.58138,USD (constant 2005)
1995,Nonthaburi,3399.060346,USD (constant 2005)
1995,Samut Prakan,11838.15725,USD (constant 2005)
1995,Rest of Thailand,2633.064365,USD (constant 2005)
1996,Thailand,3811.675975,USD (constant 2005)
1996,Bangkok,12359.22368,USD (constant 2005)
1996,Nonthaburi,3571.169846,USD (constant 2005)
1996,Samut Prakan,12437.57565,USD (constant 2005)
1996,Rest of Thailand,2766.388091,USD (constant 2005)
1997,Thailand,3042.640957,USD (constant 2005)
1997,Bangkok,9865.655004,USD (constant 2005)
1997,Nonthaburi,2850.658794,USD (constant 2005)
1997,Samut Prakan,9928.198865,USD (constant 2005)
1997,Rest of Thailand,2208.247964,USD (constant 2005)
1998,Thailand,2254.695613,USD (constant 2005)
1998,Bangkok,7310.770272,USD (constant 2005)
1998,Nonthaburi,2112.430605,USD (constant 2005)
1998,Samut Prakan,7357.117301,USD (constant 2005)
1998,Rest of Thailand,1636.383348,USD (constant 2005)
1999,Thailand,2449.16479,USD (constant 2005)
1999,Bangkok,7941.329656,USD (constant 2005)
1999,Nonthaburi,2294.629319,USD (constant 2005)
1999,Samut Prakan,7991.674151,USD (constant 2005)
1999,Rest of Thailand,1777.522631,USD (constant 2005)
2000,Thailand,2365.16102,USD (constant 2005)
2000,Bangkok,7668.950422,USD (constant 2005)
2000,Nonthaburi,2215.925953,USD (constant 2005)
2000,Samut Prakan,7717.568154,USD (constant 2005)
2000,Rest of Thailand,1716.555479,USD (constant 2005)
2001,Thailand,2183.818992,USD (constant 2005)
2001,Bangkok,7080.955353,USD (constant 2005)
2001,Nonthaburi,2046.026102,USD (constant 2005)
2001,Samut Prakan,7125.845458,USD (constant 2005)
2001,Rest of Thailand,1584.943446,USD (constant 2005)
2002,Thailand,2382.721121,USD (constant 2005)
2002,Bangkok,7725.888425,USD (constant 2005)
2002,Nonthaburi,2232.37806,USD (constant 2005)
2002,Samut Prakan,7774.867119,USD (constant 2005)
2002,Rest of Thailand,1729.300019,USD (constant 2005)
2003,Thailand,2628.635277,USD (constant 2005)
2003,Bangkok,8523.256322,USD (constant 2005)
2003,Nonthaburi,2462.775718,USD (constant 2005)
2003,Samut Prakan,8577.289973,USD (constant 2005)
2003,Rest of Thailand,1907.776363,USD (constant 2005)
2004,Thailand,2882.577756,USD (constant 2005)
2004,Bangkok,9346.655771,USD (constant 2005)
2004,Nonthaburi,2700.695135,USD (constant 2005)
2004,Samut Prakan,9405.909409,USD (constant 2005)
2004,Rest of Thailand,2092.079397,USD (constant 2005)
2005,Thailand,3034.950128,USD (constant 2005)
2005,Bangkok,9840.717766,USD (constant 2005)
2005,Nonthaburi,2843.453235,USD (constant 2005)
2005,Samut Prakan,9903.103537,USD (constant 2005)
2005,Rest of Thailand,2202.666215,USD (constant 2005)
2006,Thailand,3430.359357,USD (constant 2005)
2006,Bangkok,11122.81811,USD (constant 2005)
2006,Nonthaburi,3213.913243,USD (constant 2005)
2006,Samut Prakan,11193.33183,USD (constant 2005)
2006,Rest of Thailand,2489.641128,USD (constant 2005)
2007,Thailand,3940.68538,USD (constant 2005)
2007,Bangkok,12777.53208,USD (constant 2005)
2007,Nonthaburi,3692.039117,USD (constant 2005)
2007,Samut Prakan,12858.53595,USD (constant 2005)
2007,Rest of Thailand,2860.018842,USD (constant 2005)
2008,Thailand,4260.008791,USD (constant 2005)
2008,Bangkok,13812.92688,USD (constant 2005)
2008,Nonthaburi,3991.214112,USD (constant 2005)
2008,Samut Prakan,13900.49468,USD (constant 2005)
2008,Rest of Thailand,3091.773191,USD (constant 2005)
2009,Thailand,4065.776852,USD (constant 2005)
2009,Bangkok,13183.13672,USD (constant 2005)
2009,Nonthaburi,3809.237666,USD (constant 2005)
2009,Samut Prakan,13266.71194,USD (constant 2005)
2009,Rest of Thailand,2950.806086,USD (constant 2005)
2010,Thailand,4835.713388,USD (constant 2005)
2010,Bangkok,15679.62854,USD (constant 2005)
2010,Nonthaburi,4530.593353,USD (constant 2005)
2010,Samut Prakan,15779.0304,USD (constant 2005)
2010,Rest of Thailand,3509.600506,USD (constant 2005)
2011,Thailand,5157.878489,USD (constant 2005)
2011,Bangkok,17266.67404,USD (constant 2005)
2011,Nonthaburi,4597.888603,USD (constant 2005)
2011,Samut Prakan,14629.04874,USD (constant 2005)
2011,Rest of Thailand,3740.450012,USD (constant 2005)
2012,Thailand,5397.448503,USD (constant 2005)
2012,Bangkok,18161.9921,USD (constant 2005)
2012,Nonthaburi,4907.449559,USD (constant 2005)
2012,Samut Prakan,16139.9727,USD (constant 2005)
2012,Rest of Thailand,3890.799992,USD (constant 2005)
2013,Thailand,5587.710583,USD (constant 2005)
2013,Bangkok,19500.72248,USD (constant 2005)
2013,Nonthaburi,5377.752357,USD (constant 2005)
2013,Samut Prakan,14806.0989,USD (constant 2005)
2013,Rest of Thailand,3994.889818,USD (constant 2005)
2014,Thailand,5289.88534,USD (constant 2005)
2014,Bangkok,19232.11634,USD (constant 2005)
2014,Nonthaburi,5619.518657,USD (constant 2005)
2014,Samut Prakan,13746.77469,USD (constant 2005)
2014,Rest of Thailand,3703.509672,USD (constant 2005)
2015,Thailand,5106.612617,USD (constant 2005)
2015,Bangkok,19155.09703,USD (constant 2005)
2015,Nonthaburi,5571.854838,USD (constant 2005)
2015,Samut Prakan,13124.2286,USD (constant 2005)
2015,Rest of Thailand,3528.453861,USD (constant 2005)
2016,Thailand,5179.843589,USD (constant 2005)
2016,Bangkok,19679.45893,USD (constant 2005)
2016,Nonthaburi,5590.9201,USD (constant 2005)
2016,Samut Prakan,12718.75661,USD (constant 2005)
2016,Rest of Thailand,3574.279394,USD (constant 2005)
2017,Thailand,5590.151385,USD (constant 2005)
2017,Bangkok,21320.789,USD (constant 2005)
2017,Nonthaburi,6160.68379,USD (constant 2005)
2017,Samut Prakan,13297.87308,USD (constant 2005)
2017,Rest of Thailand,3861.666614,USD (constant 2005)
2018,Thailand,6034.154263,USD (constant 2005)
2018,Bangkok,23331.49482,USD (constant 2005)
2018,Nonthaburi,6414.728708,USD (constant 2005)
2018,Samut Prakan,14611.86972,USD (constant 2005)
2018,Rest of Thailand,4142.199138,USD (constant 2005)
2019,Thailand,6357.490942,USD (constant 2005)
2019,Bangkok,25234.18821,USD (constant 2005)
2019,Nonthaburi,6835.454455,USD (constant 2005)
2019,Samut Prakan,14383.68096,USD (constant 2005)
2019,Rest of Thailand,4326.700121,USD (constant 2005)
2020,Thailand,6642.579435,USD (constant 2005)
2020,Bangkok,26584.47204,USD (constant 2005)
2020,Nonthaburi,7038.857031,USD (constant 2005)
2020,Samut Prakan,14871.61753,USD (constant 2005)
2020,Rest of Thailand,4519.646123,USD (constant 2005)
2021,Thailand,6889.608161,USD (constant 2005)
2021,Bangkok,27573.11333,USD (constant 2005)
2021,Nonthaburi,7300.622796,USD (constant 2005)
2021,Samut Prakan,15424.67328,USD (constant 2005)
2021,Rest of Thailand,4687.725773,USD (constant 2005)
2022,Thailand,7152.712151,USD (constant 2005)
2022,Bangkok,28626.08992,USD (constant 2005)
2022,Nonthaburi,7579.42283,USD (constant 2005)
2022,Samut Prakan,16013.71884,USD (constant 2005)
2022,Rest of Thailand,4866.743117,USD (constant 2005)
2023,Thailand,7418.721095,USD (constant 2005)
2023,Bangkok,29690.69252,USD (constant 2005)
2023,Nonthaburi,7861.301118,USD (constant 2005)
2023,Samut Prakan,16609.2681,USD (constant 2005)
2023,Rest of Thailand,5047.737007,USD (constant 2005)
2024,Thailand,7702.040517,USD (constant 2005)
2024,Bangkok,30824.57392,USD (constant 2005)
2024,Nonthaburi,8161.52258,USD (constant 2005)
2024,Samut Prakan,17243.57261,USD (constant 2005)
2024,Rest of Thailand,5240.509038,USD (constant 2005)
2025,Thailand,7988.488673,USD (constant 2005)
2025,Bangkok,31970.97692,USD (constant 2005)
2025,Nonthaburi,8465.059427,USD (constant 2005)
2025,Samut Prakan,17884.88183,USD (constant 2005)
2025,Rest of Thailand,5435.409876,USD (constant 2005)
2026,Thailand,8277.612942,USD (constant 2005)
2026,Bangkok,33128.09008,USD (constant 2005)
2026,Nonthaburi,8771.432036,USD (constant 2005)
2026,Samut Prakan,18532.18241,USD (constant 2005)
2026,Rest of Thailand,5632.131555,USD (constant 2005)
2027,Thailand,8585.477746,USD (constant 2005)
2027,Bangkok,34360.2053,USD (constant 2005)
2027,Nonthaburi,9097.663188,USD (constant 2005)
2027,Samut Prakan,19221.4399,USD (constant 2005)
2027,Rest of Thailand,5841.604394,USD (constant 2005)
2028,Thailand,8896.219386,USD (constant 2005)
2028,Bangkok,35603.83401,USD (constant 2005)
2028,Nonthaburi,9426.9428,USD (constant 2005)
2028,Samut Prakan,19917.13814,USD (constant 2005)
2028,Rest of Thailand,6053.034646,USD (constant 2005)
2029,Thailand,9218.213538,USD (constant 2005)
2029,Bangkok,36892.49673,USD (constant 2005)
2029,Nonthaburi,9768.146217,USD (constant 2005)
2029,Samut Prakan,20638.02886,USD (constant 2005)
2029,Rest of Thailand,6272.121168,USD (constant 2005)
2030,Thailand,9551.867869,USD (constant 2005)
2030,Bangkok,38227.82502,USD (constant 2005)
2030,Nonthaburi,10121.70543,USD (constant 2005)
2030,Samut Prakan,21385.02476,USD (constant 2005)
2030,Rest of Thailand,6499.141336,USD (constant 2005)
2031,Thailand,9936.404455,USD (constant 2005)
2031,Bangkok,39766.79075,USD (constant 2005)
2031,Nonthaburi,10529.18238,USD (constant 2005)
2031,Samut Prakan,22245.93747,USD (constant 2005)
2031,Rest of Thailand,6760.78206,USD (constant 2005)
2032,Thailand,10336.52363,USD (constant 2005)
2032,Bangkok,41368.12003,USD (constant 2005)
2032,Nonthaburi,10953.17154,USD (constant 2005)
2032,Samut Prakan,23141.73696,USD (constant 2005)
2032,Rest of Thailand,7033.025256,USD (constant 2005)
2033,Thailand,10752.86159,USD (constant 2005)
2033,Bangkok,43034.35902,USD (constant 2005)
2033,Nonthaburi,11394.34705,USD (constant 2005)
2033,Samut Prakan,24073.84759,USD (constant 2005)
2033,Rest of Thailand,7316.303804,USD (constant 2005)
2034,Thailand,11175.29378,USD (constant 2005)
2034,Bangkok,44724.98794,USD (constant 2005)
2034,Nonthaburi,11841.98036,USD (constant 2005)
2034,Samut Prakan,25019.60218,USD (constant 2005)
2034,Rest of Thailand,7603.728899,USD (constant 2005)
2035,Thailand,11614.43827,USD (constant 2005)
2035,Bangkok,46482.50166,USD (constant 2005)
2035,Nonthaburi,12307.32298,USD (constant 2005)
2035,Samut Prakan,26002.77281,USD (constant 2005)
2035,Rest of Thailand,7902.525132,USD (constant 2005)
2036,Thailand,12070.96158,USD (constant 2005)
2036,Bangkok,48309.56765,USD (constant 2005)
2036,Nonthaburi,12791.08118,USD (constant 2005)
2036,Samut Prakan,27024.85166,USD (constant 2005)
2036,Rest of Thailand,8213.145997,USD (constant 2005)
2037,Thailand,12545.55702,USD (constant 2005)
2037,Bangkok,50208.96072,USD (constant 2005)
2037,Nonthaburi,13293.98965,USD (constant 2005)
2037,Samut Prakan,28087.39099,USD (constant 2005)
2037,Rest of Thailand,8536.063245,USD (constant 2005)
2038,Thailand,13038.94587,USD (constant 2005)
2038,Bangkok,52183.56744,USD (constant 2005)
2038,Nonthaburi,13816.81269,USD (constant 2005)
2038,Samut Prakan,29192.00559,USD (constant 2005)
2038,Rest of Thailand,8871.767621,USD (constant 2005)
2039,Thailand,13551.87843,USD (constant 2005)
2039,Bangkok,54236.39065,USD (constant 2005)
2039,Nonthaburi,14360.34536,USD (constant 2005)
2039,Samut Prakan,30340.37527,USD (constant 2005)
2039,Rest of Thailand,9220.769641,USD (constant 2005)
2040,Thailand,14085.13525,USD (constant 2005)
2040,Bangkok,56370.55422,USD (constant 2005)
2040,Nonthaburi,14925.41478,USD (constant 2005)
2040,Samut Prakan,31534.24755,USD (constant 2005)
2040,Rest of Thailand,9583.600398,USD (constant 2005)
2041,Thailand,14639.52835,USD (constant 2005)
2041,Bangkok,58589.30797,USD (constant 2005)
2041,Nonthaburi,15512.88142,USD (constant 2005)
2041,Samut Prakan,32775.44043,USD (constant 2005)
2041,Rest of Thailand,9960.812395,USD (constant 2005)
2042,Thailand,15215.90252,USD (constant 2005)
2042,Bangkok,60896.03282,USD (constant 2005)
2042,Nonthaburi,16123.64045,USD (constant 2005)
2042,Samut Prakan,34065.8452,USD (constant 2005)
2042,Rest of Thailand,10352.98042,USD (constant 2005)
2043,Thailand,15815.13663,USD (constant 2005)
2043,Bangkok,63294.2461,USD (constant 2005)
2043,Nonthaburi,16758.62317,USD (constant 2005)
2043,Samut Prakan,35407.42952,USD (constant 2005)
2043,Rest of Thailand,10760.70247,USD (constant 2005)
2044,Thailand,16438.14501,USD (constant 2005)
2044,Bangkok,65787.60717,USD (constant 2005)
2044,Nonthaburi,17418.79848,USD (constant 2005)
2044,Samut Prakan,36802.24045,USD (constant 2005)
2044,Rest of Thailand,11184.60067,USD (constant 2005)
2045,Thailand,17085.87896,USD (constant 2005)
2045,Bangkok,68379.92317,USD (constant 2005)
2045,Nonthaburi,18105.17441,USD (constant 2005)
2045,Samut Prakan,38252.40775,USD (constant 2005)
2045,Rest of Thailand,11625.32226,USD (constant 2005)
2046,Thailand,17759.32818,USD (constant 2005)
2046,Bangkok,71075.1551,USD (constant 2005)
2046,Nonthaburi,18818.79973,USD (constant 2005)
2046,Samut Prakan,39760.14724,USD (constant 2005)
2046,Rest of Thailand,12083.54067,USD (constant 2005)
2047,Thailand,18459.52242,USD (constant 2005)
2047,Bangkok,73877.42405,USD (constant 2005)
2047,Nonthaburi,19560.76558,USD (constant 2005)
2047,Samut Prakan,41327.76431,USD (constant 2005)
2047,Rest of Thailand,12559.95653,USD (constant 2005)
2048,Thailand,19187.53304,USD (constant 2005)
2048,Bangkok,76791.01781,USD (constant 2005)
2048,Nonthaburi,20332.20727,USD (constant 2005)
2048,Samut Prakan,42957.65758,USD (constant 2005)
2048,Rest of Thailand,13055.2988,USD (constant 2005)
2049,Thailand,19944.47477,USD (constant 2005)
2049,Bangkok,79820.39765,USD (constant 2005)
2049,Nonthaburi,21134.30601,USD (constant 2005)
2049,Samut Prakan,44652.32273,USD (constant 2005)
2049,Rest of Thailand,13570.32595,USD (constant 2005)
2050,Thailand,20731.50746,USD (constant 2005)
2050,Bangkok,82970.20545,USD (constant 2005)
2050,Nonthaburi,21968.29085,USD (constant 2005)
2050,Samut Prakan,46414.35648,USD (constant 2005)
2050,Rest of Thailand,14105.82715,USD (constant 2005)
2051,Thailand,21618.81977,USD (constant 2005)
2051,Bangkok,86521.34544,USD (constant 2005)
2051,Nonthaburi,22908.53772,USD (constant 2005)
2051,Samut Prakan,48400.89944,USD (constant 2005)
2051,Rest of Thailand,14709.55913,USD (constant 2005)
2052,Thailand,22545.08057,USD (constant 2005)
2052,Bangkok,90228.36232,USD (constant 2005)
2052,Nonthaburi,23890.05663,USD (constant 2005)
2052,Samut Prakan,50474.64148,USD (constant 2005)
2052,Rest of Thailand,15339.79187,USD (constant 2005)
2053,Thailand,23512.05354,USD (constant 2005)
2053,Bangkok,94098.3147,USD (constant 2005)
2053,Nonthaburi,24914.71649,USD (constant 2005)
2053,Samut Prakan,52639.53125,USD (constant 2005)
2053,Rest of Thailand,15997.72539,USD (constant 2005)
2054,Thailand,24521.58541,USD (constant 2005)
2054,Bangkok,98138.59332,USD (constant 2005)
2054,Nonthaburi,25984.47419,USD (constant 2005)
2054,Samut Prakan,54899.70321,USD (constant 2005)
2054,Rest of Thailand,16684.6162,USD (constant 2005)
2055,Thailand,25575.60995,USD (constant 2005)
2055,Bangkok,102356.9374,USD (constant 2005)
2055,Nonthaburi,27101.37887,USD (constant 2005)
2055,Samut Prakan,57259.48679,USD (constant 2005)
2055,Rest of Thailand,17401.78006,USD (constant 2005)
2056,Thailand,26676.15234,USD (constant 2005)
2056,Bangkok,106761.4521,USD (constant 2005)
2056,Nonthaburi,28267.57652,USD (constant 2005)
2056,Samut Prakan,59723.416,USD (constant 2005)
2056,Rest of Thailand,18150.59492,USD (constant 2005)
2057,Thailand,27825.33369,USD (constant 2005)
2057,Bangkok,111360.6262,USD (constant 2005)
2057,Nonthaburi,29485.31479,USD (constant 2005)
2057,Samut Prakan,62296.23965,USD (constant 2005)
2057,Rest of Thailand,18932.50397,USD (constant 2005)
2058,Thailand,29025.37577,USD (constant 2005)
2058,Bangkok,116163.3517,USD (constant 2005)
2058,Nonthaburi,30756.94801,USD (constant 2005)
2058,Samut Prakan,64982.93193,USD (constant 2005)
2058,Rest of Thailand,19749.01894,USD (constant 2005)
2059,Thailand,30278.60611,USD (constant 2005)
2059,Bangkok,121178.9434,USD (constant 2005)
2059,Nonthaburi,32084.94255,USD (constant 2005)
2059,Samut Prakan,67788.70377,USD (constant 2005)
2059,Rest of Thailand,20601.72348,USD (constant 2005)
2060,Thailand,31587.46321,USD (constant 2005)
2060,Bangkok,126417.1608,USD (constant 2005)
2060,Nonthaburi,33471.88237,USD (constant 2005)
2060,Samut Prakan,70719.01455,USD (constant 2005)
2060,Rest of Thailand,21492.27676,USD (constant 2005)
2061,Thailand,32954.50215,USD (constant 2005)
2061,Bangkok,131888.2295,USD (constant 2005)
2061,Nonthaburi,34920.47501,USD (constant 2005)
2061,Samut Prakan,73779.58469,USD (constant 2005)
2061,Rest of Thailand,22422.41728,USD (constant 2005)
2062,Thailand,34382.40045,USD (constant 2005)
2062,Bangkok,137602.8654,USD (constant 2005)
2062,Nonthaburi,36433.55771,USD (constant 2005)
2062,Samut Prakan,76976.4087,USD (constant 2005)
2062,Rest of Thailand,23393.96682,USD (constant 2005)
2063,Thailand,35873.96424,USD (constant 2005)
2063,Bangkok,143572.2988,USD (constant 2005)
2063,Nonthaburi,38014.104,USD (constant 2005)
2063,Samut Prakan,80315.76903,USD (constant 2005)
2063,Rest of Thailand,24408.8347,USD (constant 2005)
2064,Thailand,37432.13479,USD (constant 2005)
2064,Bangkok,149808.3012,USD (constant 2005)
2064,Nonthaburi,39665.23062,USD (constant 2005)
2064,Samut Prakan,83804.25068,USD (constant 2005)
2064,Rest of Thailand,25469.02217,USD (constant 2005)
2065,Thailand,39059.99535,USD (constant 2005)
2065,Bangkok,156323.2122,USD (constant 2005)
2065,Nonthaburi,41390.20476,USD (constant 2005)
2065,Samut Prakan,87448.75653,USD (constant 2005)
2065,Rest of Thailand,26576.62709,USD (constant 2005)
2066,Thailand,40760.77839,USD (constant 2005)
2066,Bangkok,163129.9685,USD (constant 2005)
2066,Nonthaburi,43192.45173,USD (constant 2005)
2066,Samut Prakan,91256.52355,USD (constant 2005)
2066,Rest of Thailand,27733.84885,USD (constant 2005)
2067,Thailand,42537.87325,USD (constant 2005)
2067,Bangkok,170242.1346,USD (constant 2005)
2067,Nonthaburi,45075.56306,USD (constant 2005)
2067,Samut Prakan,95235.13988,USD (constant 2005)
2067,Rest of Thailand,28942.99358,USD (constant 2005)
2068,Thailand,44394.83414,USD (constant 2005)
2068,Bangkok,177673.935,USD (constant 2005)
2068,Nonthaburi,47043.30501,USD (constant 2005)
2068,Samut Prakan,99392.56282,USD (constant 2005)
2068,Rest of Thailand,30206.47957,USD (constant 2005)
2069,Thailand,46335.38867,USD (constant 2005)
2069,Bangkok,185440.2882,USD (constant 2005)
2069,Nonthaburi,49099.62756,USD (constant 2005)
2069,Samut Prakan,103737.1379,USD (constant 2005)
2069,Rest of Thailand,31526.84312,USD (constant 2005)
2070,Thailand,48363.44677,USD (constant 2005)
2070,Bangkok,193556.8421,USD (constant 2005)
2070,Nonthaburi,51248.67391,USD (constant 2005)
2070,Samut Prakan,108277.6187,USD (constant 2005)
2070,Rest of Thailand,32906.74456,USD (constant 2005)
2071,Thailand,50483.11016,USD (constant 2005)
2071,Bangkok,202040.0123,USD (constant 2005)
2071,Nonthaburi,53494.79045,USD (constant 2005)
2071,Samut Prakan,113023.1883,USD (constant 2005)
2071,Rest of Thailand,34348.97473,USD (constant 2005)
2072,Thailand,52698.68229,USD (constant 2005)
2072,Bangkok,210907.0219,USD (constant 2005)
2072,Nonthaburi,55842.53738,USD (constant 2005)
2072,Samut Prakan,117983.4815,USD (constant 2005)
2072,Rest of Thailand,35856.46171,USD (constant 2005)
2073,Thailand,55014.67891,USD (constant 2005)
2073,Bangkok,220175.9434,USD (constant 2005)
2073,Nonthaburi,58296.69983,USD (constant 2005)
2073,Samut Prakan,123168.6081,USD (constant 2005)
2073,Rest of Thailand,37432.27803,USD (constant 2005)
2074,Thailand,57435.83912,USD (constant 2005)
2074,Bangkok,229865.7433,USD (constant 2005)
2074,Nonthaburi,60862.29965,USD (constant 2005)
2074,Samut Prakan,128589.1784,USD (constant 2005)
2074,Rest of Thailand,39079.64822,USD (constant 2005)
2075,Thailand,59967.13718,USD (constant 2005)
2075,Bangkok,239996.3294,USD (constant 2005)
2075,Nonthaburi,63544.60784,USD (constant 2005)
2075,Samut Prakan,134256.3288,USD (constant 2005)
2075,Rest of Thailand,40801.95679,USD (constant 2005)
2076,Thailand,62541.79644,USD (constant 2005)
2076,Bangkok,250300.4526,USD (constant 2005)
2076,Nonthaburi,66272.86402,USD (constant 2005)
2076,Samut Prakan,140020.5576,USD (constant 2005)
