"","scenario","region","subRegion","param","classLabel","class","xLabel","x","vintage","units","value"
"13","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","biomass","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",7.08246528416672
"14","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","biomass","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",7.87424121666673
"15","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","biomass","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",10.6838327444445
"16","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","biomass","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",12.5229229166668
"17","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","biomass","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",14.4709367500001
"18","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","biomass","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",16.1121315555557
"19","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","biomass","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",17.4143463333335
"20","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",1990,"Vint_1990","Electricity Generation by Fuel (TWh)",2.93199722222225
"21","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2005,"Vint_2005","Electricity Generation by Fuel (TWh)",19.9910000000002
"22","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2010,"Vint_2010","Electricity Generation by Fuel (TWh)",42.8390555555559
"23","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2015,"Vint_2015","Electricity Generation by Fuel (TWh)",63.4738888888894
"24","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",108.405355555556
"25","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",123.636282777779
"26","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",135.27239888889
"27","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",143.651120277779
"28","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",150.557491111112
"29","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",153.98986638889
"30","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",154.015649166668
"31","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",152.18510613889
"32","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",151.683475000001
"33","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",157.529220111112
"34","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",163.286585333335
"35","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",166.193743666668
"36","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",129.167798444445
"37","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",121.839766277779
"38","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",116.923756666668
"39","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",113.561761416668
"40","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","coal","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",109.71926713889
"41","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",1990,"Vint_1990","Electricity Generation by Fuel (TWh)",5.53999388888893
"42","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2005,"Vint_2005","Electricity Generation by Fuel (TWh)",55.2869972222227
"43","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2010,"Vint_2010","Electricity Generation by Fuel (TWh)",70.7969166666672
"44","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2015,"Vint_2015","Electricity Generation by Fuel (TWh)",70.0268055555561
"45","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",121.335161111112
"46","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",137.918258333334
"47","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",159.393398333335
"48","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",178.561250833335
"49","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",200.352851944446
"50","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",220.982736388891
"51","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",235.716107500002
"52","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",246.524545083335
"53","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",254.912030416669
"54","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",240.258730000002
"55","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",237.757646222224
"56","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",231.628744861113
"57","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",242.316818694446
"58","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",235.661797305557
"59","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",230.246551638891
"60","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",231.126895333335
"61","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","gas","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",235.313409361113
"62","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",2.46441666666669
"63","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",3.93255833333336
"64","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",5.34143333333338
"65","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",6.39921944444449
"66","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",7.1369944444445
"67","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",7.55358277777784
"68","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",7.12965277777783
"69","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",6.92029166666672
"70","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",6.71707500000005
"71","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",7.2351469444445
"72","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",7.30416166666673
"73","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",7.42147916666673
"74","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",7.99238222222229
"75","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",7.99336694444451
"76","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",7.99363388888895
"77","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",7.99297222222229
"78","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","geothermal","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",7.99258055555562
"79","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",1990,"Vint_1990","Electricity Generation by Fuel (TWh)",3.98900000000003
"80","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2005,"Vint_2005","Electricity Generation by Fuel (TWh)",5.19100000000004
"81","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2010,"Vint_2010","Electricity Generation by Fuel (TWh)",6.47200000000005
"82","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2015,"Vint_2015","Electricity Generation by Fuel (TWh)",13.9240000000001
"83","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",15.2120555555557
"84","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",16.5001111111112
"85","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",17.7881666666668
"86","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",19.0762222222224
"87","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",20.3642500000002
"88","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",21.6523055555557
"89","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",22.9403611111113
"90","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",24.2284166666669
"91","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",25.5164722222224
"92","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",26.804527777778
"93","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",28.0925000000002
"94","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",29.3805555555558
"95","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",30.6686111111114
"96","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",31.9566666666669
"97","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",33.2447222222225
"98","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",34.5327777777781
"99","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","hydro","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",35.8208333333336
"100","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",2.05277722222224
"101","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",3.64442944444447
"102","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",5.70834944444449
"103","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",8.10760694444451
"104","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",10.8387227777779
"105","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",13.3265233333334
"106","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",15.2345766666668
"107","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",16.4827183333335
"108","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",17.7123102777779
"109","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",20.1195583333335
"110","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",22.2042994444446
"111","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",24.0815075000002
"112","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",25.0716686111113
"113","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",26.0161455555558
"114","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",26.5006769444447
"115","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",26.598587777778
"116","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","nuclear","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",26.2364013888891
"117","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",1990,"Vint_1990","Electricity Generation by Fuel (TWh)",10.5550000000001
"118","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2005,"Vint_2005","Electricity Generation by Fuel (TWh)",2.20300000000002
"119","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2010,"Vint_2010","Electricity Generation by Fuel (TWh)",3.67000000000003
"120","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2015,"Vint_2015","Electricity Generation by Fuel (TWh)",1.73900000000001
"121","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",2.08634280555557
"122","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",1.55689471944446
"123","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",1.65395694166668
"124","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",1.73368244166668
"125","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",1.92440130555557
"126","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",1.87693154166668
"127","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",1.78816698611113
"128","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",1.68744281944446
"129","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",1.65427733777779
"130","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",2.04903781055557
"131","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",1.79113373083335
"132","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",1.6402197413889
"133","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",2.3774467502778
"134","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",2.39374024555557
"135","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",2.5673714477778
"136","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",2.64880502750002
"137","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","refined liquids","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",2.69111430250002
"138","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2005,"Vint_2005","Electricity Generation by Fuel (TWh)",0.00100000000000001
"139","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2015,"Vint_2015","Electricity Generation by Fuel (TWh)",0.273000000000002
"140","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",3.2150396990528
"141","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",9.68571813326397
"142","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",23.6866915039585
"143","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",44.617701448792
"144","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",60.7815049798199
"145","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",72.0692576775978
"146","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",80.1668495638229
"147","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",84.9337190901673
"148","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",87.0852604828062
"149","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",90.2628526924174
"150","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",90.3054780250007
"151","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",90.7067376875007
"152","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",95.7725769077785
"153","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",100.331718602779
"154","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",104.386599828334
"155","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",105.110202743334
"156","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","solar","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",106.219483318612
"157","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",0.0279895066666669
"158","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",0.0526088913888893
"159","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",0.0877404191666674
"160","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",0.13281011638889
"161","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",0.19432811638889
"162","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",0.261175094166669
"163","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",0.293992554166669
"164","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",0.317489069444447
"165","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",0.338768066666669
"166","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",0.429124261111115
"167","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",0.505489813888893
"168","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",0.58621385555556
"169","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",0.800055125000006
"170","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",0.987487016666674
"171","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",1.13263094444445
"172","Ref","All of Malaysia","All of Malaysia","elecByTechTWh","Fuel","wind","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",1.26335036944445
