Units,scenario,region,sector,subsector,year,value
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2045,3.71608
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2050,3.90593
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2055,4.09651
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2060,4.29084
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2065,4.45482
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2070,4.60312
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2075,4.73787
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2080,4.84483
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2085,4.92756
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2090,4.97863
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2095,5.02284
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,gas,2100,5.0528
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,1990,0.229049
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2005,0.1731
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2010,0.11732
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2015,0.000809598
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2020,0.000957631
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2025,0.00106622
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2030,0.00114722
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2035,0.00118407
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2040,0.00114132
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2045,0.00109378
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2050,0.00108246
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2055,0.0010619
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2060,0.00101326
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2065,0.000973538
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2070,0.000903934
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2075,0.000853545
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2080,0.000864828
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2085,0.000858406
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2090,0.000834094
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2095,0.00079023
MTC,Ref_cities,Rest of Malaysia,resid others,biomass,2100,0.000735482
MTC,Ref_cities,Rest of Malaysia,resid others,gas,1990,0.00150947
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2005,0.00249636
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2010,0.00299761
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2015,0.000499839
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2020,0.000610208
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2025,0.000728812
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2030,0.000878409
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2035,0.00102034
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2040,0.00114392
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2045,0.00125765
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2050,0.00136435
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2055,0.00145976
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2060,0.0015102
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2065,0.00154847
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2070,0.00151865
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2075,0.00152342
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2080,0.00164042
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2085,0.00170239
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2090,0.00169312
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2095,0.00162753
MTC,Ref_cities,Rest of Malaysia,resid others,gas,2100,0.00152979
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,1990,0.332725
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2005,0.540417
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2010,0.490925
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2015,0.46449
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2020,0.454167
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2025,0.526146
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2030,0.587021
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2035,0.641786
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2040,0.688047
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2045,0.716929
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2050,0.757769
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2055,0.777811
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2060,0.760081
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2065,0.74536
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2070,0.696266
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2075,0.662832
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2080,0.68244
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2085,0.686177
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2090,0.67419
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2095,0.642015
MTC,Ref_cities,Rest of Malaysia,resid others,refined liquids,2100,0.600409
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,1975,0.182205
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,1990,0.459161
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2005,1.4643
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2010,1.73397
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2015,2.28359
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2020,2.50404
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2025,2.80617
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2030,3.15379
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2035,3.51999
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2040,3.8725
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2045,4.17201
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2050,4.40585
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2055,4.68515
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2060,4.91772
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2065,5.11531
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2070,5.27614
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2075,5.41708
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2080,5.55195
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2085,5.69226
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2090,5.83276
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2095,5.9733
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,International Aviation,2100,6.10848
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,1990,0.0317439
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2005,0.00309681
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2010,0.00929032
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2015,0.133942
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2020,0.138892
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2025,0.156067
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2030,0.178119
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2035,0.202878
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2040,0.228004
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2045,0.254706
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2050,0.278182
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2055,0.296935
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2060,0.31226
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2065,0.326351
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2070,0.338275
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2075,0.350529
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2080,0.364012
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2085,0.378815
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2090,0.393805
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2095,0.409233
MTC,Ref_cities,Rest of Malaysia,trn_freight,Domestic Ship,2100,0.423708
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,1975,0.00690881
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,1990,0.0188198
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2005,0.0526026
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2010,0.0565729
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2015,0.0798668
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2020,0.0858044
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2025,0.0959406
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2030,0.109323
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2035,0.124115
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2040,0.138855
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2045,0.154431
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2050,0.167398
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2055,0.177919
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2060,0.187136
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2065,0.195246
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2070,0.202926
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2075,0.210106
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2080,0.216059
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2085,0.223127
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2090,0.230701
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2095,0.239094
MTC,Ref_cities,Rest of Malaysia,trn_freight,Freight Rail,2100,0.24819
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,1975,0.0904778
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,1990,0.246446
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2005,0.688874
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2010,0.740872
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2015,1.04592
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2020,1.1404926
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2025,1.22756037
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2030,1.29224168
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2035,1.32638155
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2040,1.39532841
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2045,1.45696855
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2050,1.5156816
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2055,1.5783919
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2060,1.6424913
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2065,1.7012861
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2070,1.7533183
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2075,1.8014205
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2080,1.8506811
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2085,1.9049323
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2090,1.9624214
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2095,2.0229317
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Heavy truck,2100,2.0855498
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,1975,0.0399084
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,1990,0.1087
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2005,0.303842
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2010,0.326778
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2015,0.461325
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2020,0.49215212
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2025,0.52213291
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2030,0.54329039
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2035,0.543564394
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2040,0.56194268
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2045,0.57729897
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2050,0.59160684
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2055,0.61127627
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2060,0.63468093
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2065,0.65723611
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2070,0.6775999
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2075,0.69649606
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2080,0.7165057
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2085,0.7387267
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2090,0.7622382
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2095,0.7866365
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Light truck,2100,0.8113659
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,1975,0.387361
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,1990,1.05511
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2005,2.94927
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2010,3.17188
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2015,4.47788
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2020,4.8696495
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2025,5.2163256
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2030,5.460539
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2035,5.54769683
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2040,5.7912318
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2045,6.0100619
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2050,6.220408
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2055,6.4603035
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2060,6.7176121
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2065,6.9574646
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2070,7.1720613
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2075,7.3705968
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2080,7.573415
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2085,7.796061
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2090,8.03177
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2095,8.279852
MTC,Ref_cities,Rest of Malaysia,trn_freight_road,Medium truck,2100,8.536624
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,1975,0.0113248
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,1990,0.0285376
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2005,0.0910047
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2010,0.107764
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2015,0.141919
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2020,0.166861
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2025,0.20074
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2030,0.243525
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2035,0.293658
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2040,0.340134
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2045,0.381836
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2050,0.416937
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2055,0.450839
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2060,0.478636
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2065,0.503192
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2070,0.525274
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2075,0.545936
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2080,0.566808
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2085,0.589075
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2090,0.61159
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2095,0.63432
MTC,Ref_cities,Rest of Malaysia,trn_pass,Domestic Aviation,2100,0.656597
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,1975,0.00825547
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,1990,0.0224871
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2005,0.0628532
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2010,0.0675983
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2015,0.0954322
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2020,0.100767
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2025,0.106233
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2030,0.110393
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2035,0.113338
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2040,0.115191
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2045,0.116172
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2050,0.116938
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2055,0.117173
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2060,0.116836
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2065,0.116085
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2070,0.114999
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2075,0.113424
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2080,0.111579
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2085,0.109434
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2090,0.107166
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2095,0.10481
MTC,Ref_cities,Rest of Malaysia,trn_pass,Passenger Rail,2100,0.102536
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,1975,0.164274
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,1990,0.447451
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2005,1.2773738
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2010,1.4144217
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2015,1.9730499
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2020,2.5613813
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2025,2.7265196
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2030,2.2104265
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2035,1.9957427
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2040,1.9282681
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2045,1.9261659
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2050,1.9481529
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2055,1.9952137
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2060,2.053527
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2065,2.102727
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2070,2.108991
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2075,2.093317
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2080,2.066606
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2085,2.037658
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2090,2.00515
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2095,1.969732
MTC,Ref_cities,Rest of Malaysia,trn_pass_road,Bus,2100,1.933204
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,1975,0.325504
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,1990,0.886602
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2005,2.48084989
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2010,2.672066
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2015,3.76997746
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2020,2.7580579
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2025,2.2532556
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2030,2.319937
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2035,2.147007
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2040,1.91797
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2045,1.748561
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2050,1.597665
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2055,1.527711
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2060,1.447467
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2065,1.367166
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2070,1.301626
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2075,1.245695
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2080,1.205074
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2085,1.153296
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2090,1.096602
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2095,1.043074
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV,2W and 3W,2100,1.017322
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,1975,0.199108
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,1990,0.542327
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2005,1.5310346
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2010,1.6696283
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2015,2.3436386
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2020,1.829832
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2025,1.56675167
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2030,1.37869248
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2035,1.1896894
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2040,0.99238294
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2045,0.958908934
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2050,0.88860888
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2055,0.84763401
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2060,0.82233699
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2065,0.80714422
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2070,0.80596498
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2075,0.8145919
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2080,0.82458005
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2085,0.83137066
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2090,0.83818019
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2095,0.8445156
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Car,2100,0.8485082
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Large Car and Truck,1975,0.0612131
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Large Car and Truck,1990,0.166728
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Large Car and Truck,2005,0.4706871
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Large Car and Truck,2010,0.5132963
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Large Car and Truck,2015,0.7205068
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Large Car and Truck,2020,0.5709875
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Large Car and Truck,2025,0.50360144
MTC,Ref_cities,Rest of Malaysia,trn_pass_road_LDV_4W,Large Car and Truck,2030,0.50098269
