year,region,value
2056,Samut Prakan,1573097.17
2057,Samut Prakan,1562211.25
2058,Samut Prakan,1551204.71
2059,Samut Prakan,1540114.05
2060,Samut Prakan,1528972.93
2061,Samut Prakan,1517805.51
2062,Samut Prakan,1506629.91
2063,Samut Prakan,1495467.58
2064,Samut Prakan,1484336.87
2065,Samut Prakan,1473254.81
2066,Samut Prakan,1462236.05
2067,Samut Prakan,1451294.44
2068,Samut Prakan,1440445.60
2069,Samut Prakan,1429704.99
2070,Samut Prakan,1419084.88
2071,Samut Prakan,1408592.24
2072,Samut Prakan,1398228.45
2073,Samut Prakan,1387988.48
2074,Samut Prakan,1377861.68
2075,Samut Prakan,1367838.79
2076,Samut Prakan,1357918.81
2077,Samut Prakan,1348099.56
2078,Samut Prakan,1338368.23
2079,Samut Prakan,1328708.41
2080,Samut Prakan,1319107.65
2081,Samut Prakan,1309561.07
2082,Samut Prakan,1300068.10
2083,Samut Prakan,1290623.92
2084,Samut Prakan,1281224.19
2085,Samut Prakan,1271867.47
2086,Samut Prakan,1262553.64
2087,Samut Prakan,1253285.90
2088,Samut Prakan,1244066.89
2089,Samut Prakan,1234901.81
2090,Samut Prakan,1225797.55
2091,Samut Prakan,1216761.03
2092,Samut Prakan,1207801.51
2093,Samut Prakan,1198929.70
2094,Samut Prakan,1190157.23
2095,Samut Prakan,1181496.93
2096,Samut Prakan,1172964.64
2097,Samut Prakan,1164575.42
2098,Samut Prakan,1156348.18
2099,Samut Prakan,1148301.38
2100,Samut Prakan,1140456.40
1993,Rest of Thailand,51150571.00
1994,Rest of Thailand,51856268.00
1995,Rest of Thailand,52208902.00
1996,Rest of Thailand,52799402.00
1997,Rest of Thailand,53454482.00
1998,Rest of Thailand,54022594.00
1999,Rest of Thailand,54182785.00
2000,Rest of Thailand,54342921.00
2001,Rest of Thailand,54686915.00
2002,Rest of Thailand,55084797.00
2003,Rest of Thailand,55264370.00
2004,Rest of Thailand,54350619.00
2005,Rest of Thailand,54709297.00
2006,Rest of Thailand,55026065.00
2007,Rest of Thailand,55170868.00
2008,Rest of Thailand,55479031.00
2009,Rest of Thailand,55580291.00
2010,Rest of Thailand,55889950.00
2011,Rest of Thailand,56075340.00
2012,Rest of Thailand,56418160.00
2013,Rest of Thailand,56701776.00
2014,Rest of Thailand,56997032.00
2015,Rest of Thailand,57559668.00
2016,Rest of Thailand,57739427.00
2017,Rest of Thailand,57965587.00
2018,Rest of Thailand,58164428.00
2019,Rest of Thailand,58282409.00
2020,Rest of Thailand,57970281.00
2021,Rest of Thailand,57998359.00
2022,Rest of Thailand,58088521.12
2023,Rest of Thailand,58209127.51
2024,Rest of Thailand,58317217.31
2025,Rest of Thailand,58411675.53
2026,Rest of Thailand,58491539.83
2027,Rest of Thailand,58554826.96
2028,Rest of Thailand,58580389.43
2029,Rest of Thailand,58588213.98
2030,Rest of Thailand,58577202.24
2031,Rest of Thailand,58547233.36
2032,Rest of Thailand,58497228.52
2033,Rest of Thailand,58423266.00
2034,Rest of Thailand,58328172.57
2035,Rest of Thailand,58211926.08
2036,Rest of Thailand,58073640.11
2037,Rest of Thailand,57913393.61
2038,Rest of Thailand,57681578.53
2039,Rest of Thailand,57429019.06
2040,Rest of Thailand,57153947.55
2041,Rest of Thailand,56910378.89
2042,Rest of Thailand,56667848.23
2043,Rest of Thailand,56426351.15
2044,Rest of Thailand,56185883.24
2045,Rest of Thailand,55937005.49
2046,Rest of Thailand,55674958.52
2047,Rest of Thailand,55400201.91
2048,Rest of Thailand,55113302.71
2049,Rest of Thailand,54814910.62
2050,Rest of Thailand,54505701.77
2051,Rest of Thailand,54186308.52
2052,Rest of Thailand,53857461.57
2053,Rest of Thailand,53520014.79
2054,Rest of Thailand,53174902.21
2055,Rest of Thailand,52823050.46
2056,Rest of Thailand,52465189.40
2057,Rest of Thailand,52102127.44
2058,Rest of Thailand,51735042.47
2059,Rest of Thailand,51365152.06
2060,Rest of Thailand,50993578.71
2061,Rest of Thailand,50621128.36
2062,Rest of Thailand,50248405.22
2063,Rest of Thailand,49876124.31
2064,Rest of Thailand,49504898.13
2065,Rest of Thailand,49135294.55
2066,Rest of Thailand,48767802.07
2067,Rest of Thailand,48402882.77
2068,Rest of Thailand,48041057.39
2069,Rest of Thailand,47682841.72
2070,Rest of Thailand,47328644.93
2071,Rest of Thailand,46978699.29
2072,Rest of Thailand,46633051.09
2073,Rest of Thailand,46291532.53
2074,Rest of Thailand,45953788.17
2075,Rest of Thailand,45619509.70
2076,Rest of Thailand,45288663.23
2077,Rest of Thailand,44961176.02
2078,Rest of Thailand,44636621.55
2079,Rest of Thailand,44314451.78
2080,Rest of Thailand,43994251.78
2081,Rest of Thailand,43675858.71
2082,Rest of Thailand,43359253.54
2083,Rest of Thailand,43044275.93
2084,Rest of Thailand,42730780.40
2085,Rest of Thailand,42418719.82
2086,Rest of Thailand,42108089.24
2087,Rest of Thailand,41798996.12
2088,Rest of Thailand,41491528.07
2089,Rest of Thailand,41185858.69
2090,Rest of Thailand,40882217.75
2091,Rest of Thailand,40580835.88
2092,Rest of Thailand,40282022.22
2093,Rest of Thailand,39986133.86
2094,Rest of Thailand,39693558.47
2095,Rest of Thailand,39404724.23
2096,Rest of Thailand,39120159.31
2097,Rest of Thailand,38840366.30
2098,Rest of Thailand,38565975.05
2099,Rest of Thailand,38297602.19
2100,Rest of Thailand,38035960.25
1950,Thailand,19930342.00
1951,Thailand,20538651.00
1952,Thailand,21171188.00
1953,Thailand,21842196.00
1954,Thailand,22559011.00
1955,Thailand,23321098.00
1956,Thailand,24109851.00
1957,Thailand,24902867.00
1958,Thailand,25701931.00
1959,Thailand,26519166.00
1960,Thailand,27359980.00
1961,Thailand,28218532.00
1962,Thailand,29100905.00
1963,Thailand,30006216.00
1964,Thailand,30933888.00
1965,Thailand,31883946.00
1966,Thailand,32852354.00
1967,Thailand,33835322.00
1968,Thailand,34833935.00
1969,Thailand,35849781.00
1970,Thailand,36884914.00
1971,Thailand,37964925.00
1972,Thailand,39061999.00
1973,Thailand,40164969.00
1974,Thailand,41259539.00
1975,Thailand,42334954.00
1976,Thailand,43386846.00
1977,Thailand,44416007.00
1978,Thailand,45423442.00
1979,Thailand,46412310.00
1980,Thailand,47385325.00
1981,Thailand,48336894.00
1982,Thailand,49265597.00
1983,Thailand,50183106.00
1984,Thailand,51105438.00
1985,Thailand,52041468.00
1986,Thailand,53002775.00
1987,Thailand,53979503.00
1988,Thailand,54933561.00
1989,Thailand,55812794.00
1990,Thailand,56582824.00
1991,Thailand,57225972.00
1992,Thailand,57761574.00
1993,Thailand,58336072.00
1994,Thailand,59095419.00
1995,Thailand,59460382.00
1996,Thailand,60116182.00
1997,Thailand,60816227.00
1998,Thailand,61466178.00
1999,Thailand,61661701.00
2000,Thailand,61878746.00
2001,Thailand,62308887.00
2002,Thailand,62799872.00
2003,Thailand,63079765.00
2004,Thailand,61973621.00
2005,Thailand,62418054.00
2006,Thailand,62828706.00
2007,Thailand,63038247.00
2008,Thailand,63389730.00
2009,Thailand,63525062.00
2010,Thailand,63878267.00
2011,Thailand,64076033.00
2012,Thailand,64456695.00
2013,Thailand,64785909.00
2014,Thailand,65124716.00
2015,Thailand,65729098.00
2016,Thailand,65931550.00
2017,Thailand,66188503.00
2018,Thailand,66413979.00
2019,Thailand,66558935.00
2020,Thailand,66186727.00
2021,Thailand,66171439.00
2022,Thailand,66326410.00
2023,Thailand,66507332.00
2024,Thailand,66671167.00
2025,Thailand,66816975.00
2026,Thailand,66943798.00
2027,Thailand,67049731.00
2028,Thailand,67113730.00
2029,Thailand,67155905.00
2030,Thailand,67175290.00
2031,Thailand,67171902.00
2032,Thailand,67144783.00
2033,Thailand,67090107.00
2034,Thailand,67010759.00
2035,Thailand,66906724.00
2036,Thailand,66777067.00
2037,Thailand,66621774.00
2038,Thailand,66391112.00
2039,Thailand,66135771.00
2040,Thailand,65853852.00
2041,Thailand,65573207.00
2042,Thailand,65293759.00
2043,Thailand,65015502.00
2044,Thailand,64738430.00
2045,Thailand,64451668.00
2046,Thailand,64149733.00
2047,Thailand,63833153.00
2048,Thailand,63502582.00
2049,Thailand,63158769.00
2050,Thailand,62802493.00
2051,Thailand,62434482.00
2052,Thailand,62055579.00
2053,Thailand,61666766.00
2054,Thailand,61269121.00
2055,Thailand,60863711.00
2056,Thailand,60451377.00
2057,Thailand,60033050.00
2058,Thailand,59610088.00
2059,Thailand,59183893.00
2060,Thailand,58755759.00
2061,Thailand,58326615.00
2062,Thailand,57897156.00
2063,Thailand,57468207.00
2064,Thailand,57040473.00
2065,Thailand,56614609.00
2066,Thailand,56191177.00
2067,Thailand,55770711.00
2068,Thailand,55353809.00
2069,Thailand,54941066.00
2070,Thailand,54532954.00
2071,Thailand,54129740.00
2072,Thailand,53731477.00
2073,Thailand,53337973.00
2074,Thailand,52948818.00
2075,Thailand,52563656.00
2076,Thailand,52182448.00
2077,Thailand,51805111.00
2078,Thailand,51431154.00
2079,Thailand,51059944.00
2080,Thailand,50691003.00
2081,Thailand,50324145.00
2082,Thailand,49959346.00
2083,Thailand,49596423.00
2084,Thailand,49235208.00
2085,Thailand,48875646.00
2086,Thailand,48517731.00
2087,Thailand,48161588.00
2088,Thailand,47807318.00
2089,Thailand,47455120.00
2090,Thailand,47105259.00
2091,Thailand,46758001.00
2092,Thailand,46413703.00
2093,Thailand,46072774.00
2094,Thailand,45735664.00
2095,Thailand,45402863.00
2096,Thailand,45074982.00
2097,Thailand,44752599.00
2098,Thailand,44436441.00
2099,Thailand,44127216.00
2100,Thailand,43825748.00
