"year","region","value"
2076,"Nonthaburi",32648.0149438632
2077,"Nonthaburi",33466.7984664076
2078,"Nonthaburi",34294.4458122049
2079,"Nonthaburi",35131.0133022613
2080,"Nonthaburi",35976.4830568397
2081,"Nonthaburi",36830.6479921525
2082,"Nonthaburi",37693.1753416265
2083,"Nonthaburi",38563.843696141
2084,"Nonthaburi",39442.4187519662
2085,"Nonthaburi",40328.5723126489
2086,"Nonthaburi",41221.9247223402
2087,"Nonthaburi",42121.9672535382
2088,"Nonthaburi",43028.1846774667
2089,"Nonthaburi",43939.9434835612
2090,"Nonthaburi",44856.5120690867
2091,"Nonthaburi",45777.1133654321
2092,"Nonthaburi",46700.8344975795
2093,"Nonthaburi",47626.6492506654
2094,"Nonthaburi",48553.4308679607
2095,"Nonthaburi",49479.9333187609
2096,"Nonthaburi",50404.7080968209
2097,"Nonthaburi",51326.2526910223
2098,"Nonthaburi",52242.8066837743
2099,"Nonthaburi",53152.5265462169
2100,"Nonthaburi",54053.334212608
2021,"Samut Prakan",12832.8657973871
2022,"Samut Prakan",13117.9370533238
2023,"Samut Prakan",13378.0541076348
2024,"Samut Prakan",13611.3975231789
2025,"Samut Prakan",13843.0888650945
2026,"Samut Prakan",14086.4912946413
2027,"Samut Prakan",14342.0082800764
2028,"Samut Prakan",14594.4981008712
2029,"Samut Prakan",14837.8130986886
2030,"Samut Prakan",15093.2840430985
2031,"Samut Prakan",15358.4422724196
2032,"Samut Prakan",15635.2155181982
2033,"Samut Prakan",15927.2347704855
2034,"Samut Prakan",16227.38244616
2035,"Samut Prakan",16542.4321591445
2036,"Samut Prakan",16789.0129602879
2037,"Samut Prakan",17043.4313860846
2038,"Samut Prakan",17306.0065093962
2039,"Samut Prakan",17577.065981389
2040,"Samut Prakan",17856.9508585773
2041,"Samut Prakan",18345.8438876201
2042,"Samut Prakan",18841.9804469658
2043,"Samut Prakan",19345.2267583413
2044,"Samut Prakan",19855.438136936
2045,"Samut Prakan",20375.895187586
2046,"Samut Prakan",20908.5307136054
2047,"Samut Prakan",21453.4831618847
2048,"Samut Prakan",22010.8419522131
2049,"Samut Prakan",22580.6509353364
2050,"Samut Prakan",23162.9250627104
2051,"Samut Prakan",23759.6197582206
2052,"Samut Prakan",24370.8345894155
2053,"Samut Prakan",24996.5905939491
2054,"Samut Prakan",25636.8395907683
2055,"Samut Prakan",26291.4980058998
2056,"Samut Prakan",26960.5405704213
2057,"Samut Prakan",27643.8675384011
2058,"Samut Prakan",28341.1342639618
2059,"Samut Prakan",29051.9019997253
2060,"Samut Prakan",29775.7064881456
2061,"Samut Prakan",30512.194537362
2062,"Samut Prakan",31261.0771141534
2063,"Samut Prakan",32021.9445586376
2064,"Samut Prakan",32794.3941087982
2065,"Samut Prakan",33577.9963548872
2066,"Samut Prakan",34372.3215919892
2067,"Samut Prakan",35176.9071794969
2068,"Samut Prakan",35991.1936820106
2069,"Samut Prakan",36814.5653363076
2070,"Samut Prakan",37646.4283672729
2071,"Samut Prakan",38483.1181634225
2072,"Samut Prakan",39324.0381605738
2073,"Samut Prakan",40168.7518112542
2074,"Samut Prakan",41016.9857463486
2075,"Samut Prakan",41868.439769865
2076,"Samut Prakan",42722.5664412145
2077,"Samut Prakan",43578.8420196502
2078,"Samut Prakan",44437.0859266437
2079,"Samut Prakan",45297.2689816873
2080,"Samut Prakan",46159.2670666416
2081,"Samut Prakan",47022.7158768548
2082,"Samut Prakan",47887.0979281778
2083,"Samut Prakan",48752.0467062163
2084,"Samut Prakan",49617.1842673373
2085,"Samut Prakan",50482.023956474
2086,"Samut Prakan",51346.0215306179
2087,"Samut Prakan",52208.4860094572
2088,"Samut Prakan",53068.7291340098
2089,"Samut Prakan",53925.9321621692
2090,"Samut Prakan",54779.1719986714
2091,"Samut Prakan",55627.4885184316
2092,"Samut Prakan",56469.7764958085
2093,"Samut Prakan",57304.8161622821
2094,"Samut Prakan",58131.2917563001
2095,"Samut Prakan",58947.7731617974
2096,"Samut Prakan",59752.6181488301
2097,"Samut Prakan",60544.1547838954
2098,"Samut Prakan",61320.4416925705
2099,"Samut Prakan",62079.4829846847
2100,"Samut Prakan",62819.0483748436
2021,"Rest of Thailand",3603.55023148155
2022,"Rest of Thailand",3752.89292611965
2023,"Rest of Thailand",3916.91148369868
2024,"Rest of Thailand",4063.97991763164
2025,"Rest of Thailand",4211.48679211668
2026,"Rest of Thailand",4376.70132713277
2027,"Rest of Thailand",4542.75102173404
2028,"Rest of Thailand",4711.47431223214
2029,"Rest of Thailand",4881.52788029399
2030,"Rest of Thailand",5053.16042215949
2031,"Rest of Thailand",5243.62950017285
2032,"Rest of Thailand",5436.15497768885
2033,"Rest of Thailand",5648.43464930564
2034,"Rest of Thailand",5863.37587706119
2035,"Rest of Thailand",6098.40669955032
2036,"Rest of Thailand",6319.562529658
2037,"Rest of Thailand",6544.25472891917
2038,"Rest of Thailand",6778.59396300401
2039,"Rest of Thailand",7034.77103758143
2040,"Rest of Thailand",7296.08396052076
2041,"Rest of Thailand",7573.31102702838
2042,"Rest of Thailand",7870.42412815469
2043,"Rest of Thailand",8169.94171348257
2044,"Rest of Thailand",8471.87892315849
2045,"Rest of Thailand",8813.48573598805
2046,"Rest of Thailand",9142.35077188523
2047,"Rest of Thailand",9512.60070958106
2048,"Rest of Thailand",9888.71965934846
2049,"Rest of Thailand",10270.9279944458
2050,"Rest of Thailand",10696.1286813646
2051,"Rest of Thailand",11128.272371192
2052,"Rest of Thailand",11567.570803356
2053,"Rest of Thailand",12032.8815776099
2054,"Rest of Thailand",12505.8998204409
2055,"Rest of Thailand",13005.6858514869
2056,"Rest of Thailand",13513.7223006003
2057,"Rest of Thailand",14049.3303434291
2058,"Rest of Thailand",14593.5900301581
2059,"Rest of Thailand",15165.9241481471
2060,"Rest of Thailand",15747.0807170968
2061,"Rest of Thailand",16337.0518752301
2062,"Rest of Thailand",16955.7620041817
2063,"Rest of Thailand",17603.6131946195
2064,"Rest of Thailand",18260.8193158199
2065,"Rest of Thailand",18927.3313311195
2066,"Rest of Thailand",19623.603266482
2067,"Rest of Thailand",20329.3676675365
2068,"Rest of Thailand",21023.683800312
2069,"Rest of Thailand",21810.7806180474
2070,"Rest of Thailand",22607.8731301636
2071,"Rest of Thailand",23414.8670913532
2072,"Rest of Thailand",24231.7406557667
2073,"Rest of Thailand",25058.5784613686
2074,"Rest of Thailand",25895.580046584
2075,"Rest of Thailand",26742.9441487399
2076,"Rest of Thailand",27600.7263374464
2077,"Rest of Thailand",28469.0062250734
2078,"Rest of Thailand",29572.1305547597
2079,"Rest of Thailand",30464.1024716294
2080,"Rest of Thailand",31367.7342872178
2081,"Rest of Thailand",32512.2399865919
2082,"Rest of Thailand",33441.5351191952
2083,"Rest of Thailand",34615.5201314824
2084,"Rest of Thailand",35571.547857806
2085,"Rest of Thailand",36776.2159400312
2086,"Rest of Thailand",37759.9655718788
2087,"Rest of Thailand",38996.1518530364
2088,"Rest of Thailand",40008.1673829758
2089,"Rest of Thailand",41033.5016375496
2090,"Rest of Thailand",42072.0815714554
2091,"Rest of Thailand",43123.8036883926
2092,"Rest of Thailand",43940.1972009537
2093,"Rest of Thailand",44765.5181235368
2094,"Rest of Thailand",45599.3382746971
2095,"Rest of Thailand",46441.132015505
2096,"Rest of Thailand",47034.5732853305
2097,"Rest of Thailand",47888.3228245971
2098,"Rest of Thailand",48229.041210252
2099,"Rest of Thailand",48828.1222078254
2100,"Rest of Thailand",49164.0013216177
2021,"Thailand",5463.7469800226
2022,"Thailand",5669.02384736337
2023,"Thailand",5862.7821666339
2024,"Thailand",6047.21678263109
2025,"Thailand",6233.14659186532
2026,"Thailand",6426.64463106799
2027,"Thailand",6628.22942570791
2028,"Thailand",6833.14725615757
2029,"Thailand",7036.46239299433
2030,"Thailand",7248.27537030357
2031,"Thailand",7467.5420088596
2032,"Thailand",7695.43033596519
2033,"Thailand",7934.28455852664
2034,"Thailand",8180.40279173677
2035,"Thailand",8437.28352325246
2036,"Thailand",8682.75631213333
2037,"Thailand",8938.84933175151
2038,"Thailand",9212.99525755797
2039,"Thailand",9499.20127188054
2040,"Thailand",9798.39417745829
2041,"Thailand",10106.9938519249
2042,"Thailand",10425.3302371518
2043,"Thailand",10753.681483533
2044,"Thailand",11092.3758886337
2045,"Thailand",11443.6759030038
2046,"Thailand",11809.1216373418
2047,"Thailand",12189.2929211878
2048,"Thailand",12584.7953709977
2049,"Thailand",12996.2159332143
2050,"Thailand",13424.1327012289
2051,"Thailand",13869.1949105944
2052,"Thailand",14329.2031809098
2053,"Thailand",14804.4734500914
2054,"Thailand",15295.2904285994
2055,"Thailand",15801.9447746129
2056,"Thailand",16324.7397987311
2057,"Thailand",16864.0440557326
2058,"Thailand",17419.7025174665
2059,"Thailand",17992.2263646969
2060,"Thailand",18581.3274916592
2061,"Thailand",19187.2955425238
2062,"Thailand",19810.4722104139
2063,"Thailand",20450.6119357439
2064,"Thailand",21107.9946689783
2065,"Thailand",21782.7168955631
2066,"Thailand",22474.702745593
2067,"Thailand",23184.3915348327
2068,"Thailand",23911.4529589102
2069,"Thailand",24656.0560000783
2070,"Thailand",25418.0252182928
2071,"Thailand",26197.4286224172
2072,"Thailand",26994.2328218523
2073,"Thailand",27809.0807837786
2074,"Thailand",28641.8102855478
2075,"Thailand",29493.1920260645
2076,"Thailand",30363.0830044616
2077,"Thailand",31251.7427093246
2078,"Thailand",32159.6906030924
2079,"Thailand",33087.3845063363
2080,"Thailand",34035.2310645737
2081,"Thailand",35003.8733892051
2082,"Thailand",35993.2654042349
2083,"Thailand",37003.8782837222
2084,"Thailand",38035.9924548303
2085,"Thailand",39089.8158154268
2086,"Thailand",40165.7282777713
2087,"Thailand",41220.8168883468
2088,"Thailand",42251.4812481219
2089,"Thailand",43254.7636588001
2090,"Thailand",44226.6966412391
2091,"Thailand",45164.0351348639
2092,"Thailand",46063.3360798642
2093,"Thailand",46920.7693029293
2094,"Thailand",47732.9901671483
2095,"Thailand",48496.2809503885
2096,"Thailand",49207.3407816336
2097,"Thailand",49862.5789308907
2098,"Thailand",50458.3614155778
2099,"Thailand",50991.4334953739
2100,"Thailand",51458.5626695978
1995,"Bangkok",13897.8408671877
1996,"Bangkok",14466.7139773352
1997,"Bangkok",11126.7653681541
1998,"Bangkok",7962.57541672428
1999,"Bangkok",8837.02443037959
2000,"Bangkok",8779.29960583623
2001,"Bangkok",8275.42035306817
2002,"Bangkok",8704.41816767751
2003,"Bangkok",9319.34030555975
2004,"Bangkok",10637.8835278614
2005,"Bangkok",11149.6453888828
2006,"Bangkok",12127.9538683396
2007,"Bangkok",14440.8071208597
2008,"Bangkok",14419.6386059739
2009,"Bangkok",13748.0209471302
2010,"Bangkok",15626.2454313805
2011,"Bangkok",17286.2257946167
2012,"Bangkok",18177.4758705293
2013,"Bangkok",19491.2219859408
2014,"Bangkok",19207.7556214693
2015,"Bangkok",19145.0438337556
2016,"Bangkok",19730.2592776128
2017,"Bangkok",21373.4829293531
2018,"Bangkok",23395.84909968
2019,"Bangkok",25275.9137237517
2020,"Bangkok",23195.2130749279
1995,"Nonthaburi",3902.64430506727
1996,"Nonthaburi",3847.57178553927
1997,"Nonthaburi",3105.32274771484
1998,"Nonthaburi",2454.84801999845
1999,"Nonthaburi",2547.01640825287
2000,"Nonthaburi",2404.06006000416
2001,"Nonthaburi",2192.59565626071
2002,"Nonthaburi",2345.83012206183
2003,"Nonthaburi",2521.26352572052
2004,"Nonthaburi",2787.17074599496
2005,"Nonthaburi",3022.85688484799
2006,"Nonthaburi",3393.92903708197
2007,"Nonthaburi",4084.2084816211
2008,"Nonthaburi",4081.11530678554
2009,"Nonthaburi",4080.02955092939
2010,"Nonthaburi",4622.28097750564
2011,"Nonthaburi",4603.09497989982
2012,"Nonthaburi",4911.63863120175
2013,"Nonthaburi",5375.13387605501
2014,"Nonthaburi",5612.41996813957
2015,"Nonthaburi",5568.92841064546
2016,"Nonthaburi",5605.33872998637
2017,"Nonthaburi",6177.22710421351
2018,"Nonthaburi",6431.00289899261
2019,"Nonthaburi",6943.76528208366
2020,"Nonthaburi",6645.33570681694
1995,"Samut Prakan",10534.2313116153
1996,"Samut Prakan",10589.4542659874
1997,"Samut Prakan",8573.84178636862
1998,"Samut Prakan",7481.91036509062
1999,"Samut Prakan",8606.84167188466
2000,"Samut Prakan",8431.89395765175
2001,"Samut Prakan",7896.25704562258
2002,"Samut Prakan",8681.31343100595
2003,"Samut Prakan",8789.73289292769
2004,"Samut Prakan",9489.27817097704
2005,"Samut Prakan",9529.66807576265
2006,"Samut Prakan",10455.668597523
2007,"Samut Prakan",14911.4238486521
2008,"Samut Prakan",14487.2001718932
2009,"Samut Prakan",12375.0077304023
2010,"Samut Prakan",16039.4029792943
2011,"Samut Prakan",14645.6138055872
2012,"Samut Prakan",16153.75002575
2013,"Samut Prakan",14798.8896626155
2014,"Samut Prakan",13729.4094924417
2015,"Samut Prakan",13117.3355465055
2016,"Samut Prakan",12751.5574746454
2017,"Samut Prakan",13331.9530724782
2018,"Samut Prakan",14712.5275778527
2019,"Samut Prakan",14439.4196851008
2020,"Samut Prakan",11676.1230052409
1995,"Rest of Thailand",2223.0691616537
1996,"Rest of Thailand",2367.39423677564
1997,"Rest of Thailand",1968.89009232191
1998,"Rest of Thailand",1448.84579803776
1999,"Rest of Thailand",1557.81285458103
2000,"Rest of Thailand",1491.79804867317
2001,"Rest of Thailand",1359.15919945384
2002,"Rest of Thailand",1515.1759290499
2003,"Rest of Thailand",1719.07140966232
2004,"Rest of Thailand",1943.17934079095
2005,"Rest of Thailand",2063.0497226093
2006,"Rest of Thailand",2382.52544498684
2007,"Rest of Thailand",2948.67573952253
2008,"Rest of Thailand",3057.96617103857
2009,"Rest of Thailand",2915.18804750411
2010,"Rest of Thailand",3525.6785880109
2011,"Rest of Thailand",3744.69419177842
2012,"Rest of Thailand",3894.11848950763
2013,"Rest of Thailand",3992.94371308581
2014,"Rest of Thailand",3698.8241773712
2015,"Rest of Thailand",3526.60130006309
2016,"Rest of Thailand",3583.49590133619
2017,"Rest of Thailand",3870.96916658499
2018,"Rest of Thailand",4155.22009431607
2019,"Rest of Thailand",4334.44677964495
2020,"Rest of Thailand",3979.36659993075
1990,"Thailand",2148.09002816827
1991,"Thailand",2351.15272485018
1992,"Thailand",2601.17565355819
1993,"Thailand",2805.50257137642
1994,"Thailand",3086.19522606312
1995,"Thailand",3467.61983466571
1996,"Thailand",3640.43411805494
1997,"Thailand",2931.70110667997
1998,"Thailand",2156.03124046529
1999,"Thailand",2351.47583748947
2000,"Thailand",2285.14650248407
2001,"Thailand",2112.73232981998
2002,"Thailand",2306.3582040422
2003,"Thailand",2552.26061796521
2004,"Thailand",2873.85176347853
2005,"Thailand",3030.69365155152
2006,"Thailand",3424.43786762057
2007,"Thailand",4223.07111427131
2008,"Thailand",4305.39773556379
2009,"Thailand",4080.75162524044
2010,"Thailand",4856.78485923859
2011,"Thailand",5163.72478926715
2012,"Thailand",5402.06102717491
2013,"Thailand",5584.99534211984
2014,"Thailand",5283.20154209962
2015,"Thailand",5103.93433361888
2016,"Thailand",5193.20416401556
2017,"Thailand",5603.79798890451
2018,"Thailand",6053.37921403565
2019,"Thailand",6371.01540161362
2020,"Thailand",5810.37947381807
