"","year","region","value"
"625",2094,"Rest of Thailand",3.65186831957991
"626",2095,"Thailand",5.60305669821445
"627",2095,"Bangkok",22.4241660355548
"628",2095,"Nonthaburi",5.93731929326038
"629",2095,"Samut Prakan",12.5443010586649
"630",2095,"Rest of Thailand",3.81234936410199
"631",2096,"Thailand",5.8496265738259
"632",2096,"Bangkok",23.4109709400705
"633",2096,"Nonthaburi",6.19859883377819
"634",2096,"Samut Prakan",13.096329517105
"635",2096,"Rest of Thailand",3.98011680946687
"636",2097,"Thailand",6.1074118374091
"637",2097,"Bangkok",24.4426612947212
"638",2097,"Nonthaburi",6.47176284075289
"639",2097,"Samut Prakan",13.6734673418758
"640",2097,"Rest of Thailand",4.15551526402997
"641",2098,"Thailand",6.3769441641252
"642",2098,"Bangkok",25.5213649330687
"643",2098,"Nonthaburi",6.75737470758959
"644",2098,"Samut Prakan",14.2769048641923
"645",2098,"Rest of Thailand",4.33890648237844
"646",2099,"Thailand",6.65878176338775
"647",2099,"Bangkok",26.6493158822247
"648",2099,"Nonthaburi",7.05602594490457
"649",2099,"Samut Prakan",14.9078918209952
"650",2099,"Rest of Thailand",4.53067027314483
"651",2100,"Thailand",6.95351078916945
"652",2100,"Bangkok",27.8288600070828
"653",2100,"Nonthaburi",7.36833767496705
"654",2100,"Samut Prakan",15.5677405123909
"655",2100,"Rest of Thailand",4.73120545858733
